年份,省份,城市代码,地级市,人均地区生产总值,CO2排放量,碳排放强度,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,GDP,GDP增速,人均GDP,第一产业增加值,第二产业增加值,第三产业增加值,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,年末常住人口数,能源消费总量,人均能源消耗,减排效率,地区生产总值,能源消费强度,长江经济带,最早试点年份,Post_carbon,Treat_carbon,碳排放交易DID,经度,纬度,长江经济带.1,年份.1,Post_green,Treat_green,绿色金融试点DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,gfi_std
2016,青海省,630100,西宁市,12481677,22527544.4,-1.80484917211045,0.04425427,0.01442,0.003672,0.006621,0.001582,0.002545,0.014123,0.008513,10150100.0,9.3,42852.7400151988,391500.0,2725900.0,7032700.0,3.86,26.86,69.29,236.86,739.67238525,3.12282523537111,2.2194,10657811,0.694019048799045,0,0,0,0,0,101.778228,36.617144,0,2016,0,0,0,2.5799552441395504,14408.826410895133,1.3529982845445468e-09,0.2557654662857129,-1.38255568165806
2017,青海省,630100,西宁市,12849081,21225957.83,-1.65194365495867,0.05513776,0.019531,0.005426,0.009419,0.003233,0.001453,0.013288,0.008212,11430500.0,9.52,47599.3170650454,418000.0,3478900.0,7533500.0,3.66,30.44,65.91,240.14,692.93738332,2.88555585625052,1.857,11316193,0.612341432600169,0,0,0,0,0,101.778228,36.617144,0,2017,0,0,0,2.1654833424358273,16330.758409629861,1.7259338012350973e-09,0.30742671143908556,-1.2437483468110604
2018,青海省,630100,西宁市,12864137,21964417.52,-1.70741477022516,0.02558845,0.00791,0.00221,0.003904,0.001402,0.000395,0.01211,0.007536,12608600.0,9.0,52129.6564270062,460800.0,3861800.0,8286000.0,3.65,30.63,65.72,241.87,732.7559893,3.02954475255302,1.742,12481677,0.587065335291083,0,0,0,0,0,101.778228,36.617144,0,2018,0,0,0,2.145631570770107,17033.879193432065,6.337289452370864e-10,0.3093975272713755,-1.620618355206142
2019,青海省,630100,西宁市,13280000,21975729.68,-1.65479892168675,0.0591856,0.017379,0.004374,0.008678,0.00286,0.001467,0.024544,0.011662,13278200.0,7.0,54289.8029274675,513300.0,3987800.0,8777100.0,3.87,30.03,66.09,244.58,692.93216466,2.83315138057077,1.655,12849081,0.539285389095142,0,0,0,0,0,101.778228,36.617144,0,2019,0,0,0,2.200988013440995,18543.057539123816,1.3525480927390837e-09,0.3103568262975383,-1.1921224545387217
2020,青海省,630100,西宁市,13730000,21563865.56,-1.57056559067735,0.05098724,0.01785,0.004458,0.007166,0.003074,0.003153,0.011776,0.00641,13729800.0,1.8,55595.2380952381,571700.0,4187200.0,8970900.0,4.16,30.5,65.34,246.96,721.23699243,2.92046077271623,1.5706,12864137,0.56065711398285,0,0,0,0,0,101.778228,36.617144,0,2020,0,0,0,2.1424579671379442,17836.21352623359,1.3875785060435846e-09,0.3254940459667057,-1.2966838132312224
2021,青海省,630100,西宁市,15490000,22986089.86,-1.48393091413815,0.04606681,0.01472,0.00375,0.00705,0.002029,0.001892,0.019493,0.006737,15487900.0,8.1,62562.207141703,589300.0,5182200.0,9716400.0,3.81,33.46,62.74,247.56,766.30287894,3.0954228427048,1.4841,13280000,0.577035300406627,0,0,0,0,0,101.778228,36.617144,0,2021,0,0,0,1.8749565821465786,17329.962296852857,1.108433734939759e-09,0.39022590361445786,-1.359438662512218
2022,青海省,630100,西宁市,16440000,22974243.11,-1.39746004318735,0.02264627,0.00901,0.002218,0.00442,0.001699,0.000673,0.008646,0.003172,16443500.0,2.1,66304.435483871,629600.0,6184500.0,9629400.0,3.83,37.61,58.56,248.0,650.42173672,2.62266829322581,1.3972,13730000,0.47372304203933,0,0,0,0,0,101.778228,36.617144,0,2022,0,0,0,1.5570215862236236,21109.38061393638,6.562272396212673e-10,0.45043699927166786,-1.6520426505614165
2023,青海省,630100,西宁市,18010000,23679299.08,-1.31478617878956,0.10150924,0.01288,0.010266,0.01137,0.01095,0.009034,0.007378,0.009187,18011300.0,8.6,72596.9367190649,650600.0,6925900.0,10434800.0,3.61,38.45,57.94,248.1,658.5164,2.65423780733575,1.3147,14184551,0.464249,0,0,0,0,0,101.778228,36.617144,0,2023,0,0,0,1.5066345168136992,21540.163616274403,9.08030151958987e-10,0.48827065446061707,-0.6523294589624997
2024,青海省,630100,西宁市,18620000,26934751.0,-1.44654946294307,0.23809791,0.015689,0.018602,0.016445,0.024213,0.036577,0.008055,0.011972,18621000.0,3.1,75054.4135429262,565000.0,7260000.0,10796000.0,3.697,37.0421,59.681,248.1,666.7111,2.68726763401854,1.4465,14654151,0.454964,0,0,0,0,0,101.778228,36.617144,0,2024,0,0,0,1.487052341597796,21979.761548892766,1.0706181477180085e-09,0.4954227645122532,1.0897136956686244
2000,陕西省,610100,西安市,6885081,15063557.65,-2.18785481971817,0.12735835,0.042995,0.012561,0.0179,0.004353,0.00818,0.026862,0.012251,6461300.0,13.0,8718.05596783334,446500.0,2771300.0,3243500.0,6.91,42.89,50.2,741.14,807.31354,1.08928615376312,2.3314,1820000,4.43578868131868,0,0,0,0,0,108.940174,34.341568,0,2000,0,0,0,1.1703893479594414,2385.6788914207964,2.3623626373626372e-08,1.5226923076923078,-0.3226515645309414
2001,陕西省,610100,西安市,7338500,15327707.61,-2.08867038359338,0.12522956,0.042472,0.011402,0.019203,0.008008,0.003858,0.028511,0.01265,7348600.0,13.1,9742.61342695095,458700.0,3129000.0,3760900.0,6.24,42.58,51.18,754.274,853.8123433,1.13196576217661,2.0858,1930000,4.42389815181347,0,0,0,0,0,108.940174,34.341568,0,2001,0,0,0,1.2019495046340685,2385.6788914207964,2.200621761658031e-08,1.6212435233160623,-0.34980201593476007
2002,陕西省,610100,西安市,8235000,16788825.31,-2.03871588463874,0.1281187,0.04031,0.011651,0.019356,0.004186,0.005117,0.035913,0.019185,8266800.0,13.3,10772.366198945,477700.0,3535800.0,4253300.0,5.78,42.77,51.45,767.408,1003.6351379,1.30782470068073,2.0309,2031250,4.94097298658462,0,0,0,0,0,108.940174,34.341568,0,2002,0,0,0,1.2029243735505402,2385.6788914207964,1.9844923076923077e-08,1.7407015384615385,-0.3129541092982068
2003,陕西省,610100,西安市,9416000,20414016.88,-2.1680136873407,0.10255686,0.027121,0.005748,0.012352,0.0032,0.005821,0.03743,0.023247,9261200.0,13.1,11865.0886179091,507200.0,4022200.0,4731800.0,5.48,43.43,51.09,780.542,1060.86373484,1.35913728516851,2.2043,7338500,1.44561386501329,0,0,0,0,0,108.940174,34.341568,0,2003,0,0,0,1.1764208642036695,6917.476541986607,3.695714383048307e-09,0.5480956598759965,-0.6389681805368832
2004,陕西省,610100,西安市,10958700,23297329.97,-2.12592095504029,0.10718891,0.030788,0.008608,0.013225,0.005705,0.003249,0.037894,0.017919,10923500.0,13.1,13763.1728816293,602100.0,4649500.0,5671900.0,5.51,42.56,51.93,793.676,1272.7136784,1.60356830545462,2.1328,8235000,1.54549323424408,0,0,0,0,0,108.940174,34.341568,0,2004,0,0,0,1.2198946123239058,6470.426255143799,3.738676381299332e-09,0.5646023072252581,-0.5798913113177224
2005,陕西省,610100,西安市,12701400,30072186.36,-2.36762769143559,0.13929893,0.038145,0.009714,0.018886,0.004419,0.005126,0.046726,0.031196,12940500.0,12.3,16039.0922274141,660100.0,5111900.0,7168600.0,5.1,39.5,55.4,806.81,1579.58624655,1.95781689189524,2.3239,9416000,1.67755548699023,0,0,0,0,0,108.940174,34.341568,0,2005,0,0,0,1.4023357264422232,5961.054687938465,4.05108326253186e-09,0.5428950722175021,-0.17036217148446636
2006,陕西省,610100,西安市,14736800,30575375.47,-2.07476354907443,0.11819209,0.03149,0.008453,0.014035,0.006195,0.002807,0.041096,0.027153,15125600.0,12.9,18389.340076837,704400.0,6126900.0,8294200.0,4.66,40.51,54.83,822.52,1742.86679562,2.11893546128969,2.0214,10958700,1.59039557212078,0,0,0,0,0,108.940174,34.341568,0,2006,0,0,0,1.3537351678662946,6287.743864040739,2.873516019235858e-09,0.5590900380519587,-0.43955745787164896
2007,陕西省,610100,西安市,17637300,30615778.64,-1.73585405022311,0.11651284,0.030382,0.007526,0.013141,0.005605,0.00411,0.051699,0.020262,18577500.0,15.1,22367.9774604474,824200.0,7630700.0,10122600.0,4.44,41.07,54.49,830.54,1796.36462512,2.16288754920895,1.648,12701400,1.41430442716551,0,0,0,0,0,108.940174,34.341568,0,2007,0,0,0,1.3265624385705113,7070.613517092348,2.392019777347379e-09,0.6007762923772183,-0.4609745048889038
2008,陕西省,610100,西安市,21900400,33011010.78,-1.50732455936878,0.17910244,0.053545,0.01467,0.024043,0.00694,0.007891,0.057174,0.023787,23132600.0,14.8,27620.355334798,1024600.0,9404200.0,12703800.0,4.43,40.65,54.92,837.52,2001.55574716,2.38986023875251,1.427,14736800,1.35820242329407,0,0,0,0,0,108.940174,34.341568,0,2008,0,0,0,1.3508645073477807,7362.672771372963,3.6334210954888444e-09,0.6381439661256175,0.3372892473762014
2009,陕西省,610100,西安市,27240800,32416611.0,-1.19000216586884,0.19137455,0.066228,0.016403,0.032334,0.01183,0.00566,0.044068,0.014113,26890600.0,13.0,31881.2984611007,1060900.0,11050100.0,14779600.0,3.95,41.09,54.96,843.46,2122.82510101,2.51680589596424,1.2055,17637300,1.20359981460314,0,0,0,0,0,108.940174,34.341568,0,2009,0,0,0,1.3375082578438204,8308.409388794445,3.7549965130717285e-09,0.6265187982287538,0.49380695282263537
2010,陕西省,610100,西安市,32414900,34988868.24,-1.07940694680533,0.16003438,0.050849,0.011296,0.02201,0.008341,0.009202,0.040677,0.017651,31950500.0,13.6,37703.7089484429,1332200.0,12909300.0,17708900.0,4.17,40.4,55.43,847.41,2401.4218632,2.83383706021878,1.0951,21900400,1.09651963580574,0,0,0,0,0,108.940174,34.341568,0,2010,0,0,0,1.3717939779848636,9119.763726485256,2.3218297382696206e-09,0.5894549871235228,0.09409643061405304
2011,陕西省,610100,西安市,38642100,36628547.69,-0.947892264913139,0.21026937,0.06539,0.018094,0.026874,0.012565,0.007857,0.049763,0.027287,37917100.0,12.6,42747.5760992108,1654300.0,15163000.0,21099800.0,4.36,39.99,55.65,887.0,2255.19856668,2.54250120257046,0.966,27240800,0.827875307142228,0,0,0,0,0,108.940174,34.341568,0,2011,0,0,0,1.3915320187298028,12079.113743009626,2.4004434524683565e-09,0.5566282928548354,0.7347902777132523
2012,陕西省,610100,西安市,43661000,36831266.46,-0.843573588786331,0.14680575,0.041295,0.008656,0.018633,0.00815,0.005856,0.055814,0.02132,43701600.0,11.9,47813.5667396061,1811200.0,17267000.0,24623500.0,4.14,39.51,56.35,914.0,2574.12979836,2.81633457150985,0.8428,32414900,0.794119308824028,0,0,0,0,0,108.940174,34.341568,0,2012,0,0,0,1.426043898766433,12592.56624147384,1.273951176773644e-09,0.5326871284501881,-0.07462066968898025
2013,陕西省,610100,西安市,48841300,36386026.85,-0.744984815105249,0.17540517,0.050873,0.011152,0.020945,0.008606,0.01017,0.049912,0.027338,49602300.0,11.2,52993.9102564103,1826000.0,19465800.0,28310500.0,3.68,39.24,57.08,936.0,2386.35659412,2.54952627576923,0.7336,38642100,0.617553547586699,0,0,0,0,0,108.940174,34.341568,0,2013,0,0,0,1.4543712562545592,16192.927785903588,1.3165174770522307e-09,0.5037459144301164,0.2901345024451393
2014,陕西省,610100,西安市,54926400,35409016.82,-0.644662982099683,0.18436296,0.055829,0.011543,0.025062,0.010273,0.008952,0.048443,0.027204,55769800.0,9.7,58093.5416666667,1915800.0,21524300.0,32329700.0,3.44,38.59,57.97,960.0,2757.90973269,2.87282263821875,0.6349,43661000,0.631664353242024,0,0,0,0,0,108.940174,34.341568,0,2014,0,0,0,1.5020093568664254,15831.192545019989,1.2786926547719932e-09,0.4929868761595016,0.40438158274926056
2015,陕西省,610100,西安市,58012000,36265938.69,-0.625145464559057,0.22887505,0.05923,0.0123,0.02731,0.010257,0.009362,0.079918,0.049044,59328600.0,8.9,60049.1902834008,1919100.0,20704700.0,36704800.0,3.23,34.9,61.87,988.0,2680.23328962,2.71278673038462,0.6113,48841300,0.548763708095403,0,0,0,0,0,108.940174,34.341568,0,2015,0,0,0,1.7727762295517442,18222.779408476286,1.2127031835761947e-09,0.423917872783894,0.9720859295506792
2016,陕西省,610100,西安市,62571800,35404040.6,-0.56581464173957,0.26162879,0.080088,0.020337,0.036302,0.0119,0.01155,0.062554,0.039394,63963600.0,8.8,62100.5825242718,1966600.0,21394900.0,40602100.0,3.07,33.45,63.48,1030.0,2749.86800079,2.66977475804854,0.5535,54926400,0.500645955458577,0,0,0,0,0,108.940174,34.341568,0,2016,0,0,0,1.897746659250569,19974.195119264044,1.4580966529756184e-09,0.3895194296367503,1.3898250330617365
2017,陕西省,610100,西安市,74718900,35161919.2,-0.470589358248047,0.26134189,0.082058,0.021062,0.034217,0.013012,0.013767,0.065827,0.026526,74180400.0,7.7,65414.8148148148,2452600.0,24529200.0,47198600.0,3.31,33.07,63.62,1134.0,2405.70601684,2.12143387728395,0.474,58012000,0.414691101296284,0,0,0,0,0,108.940174,34.341568,0,2017,0,0,0,1.924180160787959,24114.33466679412,1.4145004481831346e-09,0.4228297593601324,1.3861659288251726
2018,陕西省,610100,西安市,83498600,35694948.15,-0.427491576505474,0.23772859,0.067052,0.017405,0.0293,0.009304,0.011043,0.067592,0.044069,84994100.0,8.2,71363.6439966415,2589800.0,28618600.0,53785600.0,3.05,33.67,63.28,1191.0,2526.15983805,2.1210410059194,0.42,62571800,0.403721778508849,0,0,0,0,0,108.940174,34.341568,0,2018,0,0,0,1.8793931219556512,24769.533209070647,1.071600944834574e-09,0.4573721708501274,1.0850034120274676
2019,陕西省,610100,西安市,93210000,35441651.34,-0.380234431284197,0.22006089,0.067696,0.017567,0.030955,0.013023,0.006151,0.057848,0.031063,93999800.0,7.0,76113.1983805668,2791300.0,31308000.0,59900600.0,2.97,33.31,63.72,1235.0,2454.18927588,1.98719779423482,0.377,74718900,0.328456290962528,0,0,0,0,0,108.940174,34.341568,0,2019,0,0,0,1.9132681742685576,30445.45126748955,9.060090552724947e-10,0.41901045117098884,0.8596706970733189
2020,陕西省,610100,西安市,100200000,36108450.5,-0.36036377744511,0.18738731,0.05718,0.016035,0.02387,0.008229,0.009046,0.051774,0.023842,102869000.0,6.0,79374.2283950617,3127500.0,33409700.0,63700100.0,3.12,33.33,63.55,1296.0,2406.54803616,1.85690434888889,0.351,83498600,0.288214177981427,0,0,0,0,0,108.940174,34.341568,0,2020,0,0,0,1.9066348994453706,34696.419412942305,6.848019008701943e-10,0.4001228763116986,0.44295394907150865
2021,陕西省,610100,西安市,106880000,37028118.34,-0.346445718001497,0.19663234,0.061833,0.014992,0.02586,0.01169,0.009292,0.053228,0.019049,112222200.0,4.7,87176.4157539035,3088300.0,35808100.0,68616700.0,2.87,33.31,63.82,1287.3,2377.04657834,1.84653661022295,0.33,93210000,0.255020553410578,0,0,0,0,0,108.940174,34.341568,0,2021,0,0,0,1.9162340364330976,39212.52568180334,6.633730286449951e-10,0.38416586203197084,0.5608644699504319
2022,陕西省,610100,西安市,114870000,36403759.02,-0.31691267537216,0.30516569,0.083522,0.022473,0.034415,0.016588,0.010046,0.094544,0.054177,120922700.0,4.6,93046.8070699221,3231700.0,40096200.0,71732900.0,2.81,34.85,61.74,1299.59,1805.00565525,1.38890392758485,0.301,100200000,0.18014028495509,0,0,0,0,0,108.940174,34.341568,0,2022,0,0,0,1.7890199071233683,55512.291448262484,8.335528942115769e-10,0.4001616766467066,1.945091869021555
2023,陕西省,610100,西安市,120110000,37391795.86,-0.311312928648739,0.48744352,0.112118,0.036862,0.049876,0.028394,0.017707,0.142767,0.096211,127562100.0,5.8,97537.9639399918,3252000.0,41469200.0,75386400.0,2.71,34.53,62.77,1307.82,1910.4128,1.460761266841,0.2931,108216000,0.176537,0,0,0,0,0,108.940174,34.341568,0,2023,0,0,0,1.8178889392609454,56645.34910988871,1.0360575146004288e-09,0.38320765875656093,3.4911798524055513
2024,陕西省,610100,西安市,133180000,37603363.64,-0.282349929719177,0.60089438,0.126218,0.044208,0.056769,0.037383,0.020889,0.173181,0.132605,133177800.0,4.6,101140.526747471,3201300.0,38739600.0,91236900.0,2.4,29.09,68.51,1316.76,2021.9896,1.53557945259577,0.2824,116873280,0.173007,0,0,0,0,0,108.940174,34.341568,0,2024,0,0,0,2.3551327323978564,57801.12815614877,1.0799560002080887e-09,0.3314666962371553,3.4911798524055513
2000,河南省,411000,许昌市,2913482,5315565.38,-1.82447167341346,0.07511047,0.02698,0.007559,0.011225,0.004247,0.003948,0.015743,0.005834,2913500.0,10.4,6546.16127800121,615800.0,1538200.0,759500.0,21.1,52.8,26.1,445.07,448.5546008,1.00782933201519,1.8245,17720000,0.253134650564334,0,0,0,0,0,113.85264,34.035506,0,2000,0,0,0,0.49375893901963336,39504.666696977954,1.5225733634311513e-09,0.0868058690744921,-0.9890176818523008
2001,河南省,411000,许昌市,3261883,10306480.91,-3.15967216175442,0.07189993,0.023277,0.006098,0.011451,0.002369,0.003359,0.022216,0.01113,3261900.0,10.7,7328.9594895185,654200.0,1766900.0,840800.0,20.06,54.17,25.78,445.07,440.88846438,0.990604768643135,3.1597,18900000,0.233274319777778,0,0,0,0,0,113.85264,34.035506,0,2001,0,0,0,0.47586167864621653,42867.98482373121,1.2315873015873015e-09,0.0934867724867725,-1.0299647035171973
2002,河南省,411000,许昌市,3628207,10953400.1,-3.01895677396576,0.08722889,0.027699,0.00807,0.011951,0.00425,0.003428,0.029779,0.009329,3628200.0,10.7,8151.97609364819,688500.0,2010300.0,929500.0,18.98,55.41,25.62,445.07,516.1371671,1.15967638146808,3.019,1686397,3.06059111288742,0,0,0,0,0,113.85264,34.035506,0,2002,0,0,0,0.4623688006765159,3267.342690074605,1.642495806147663e-08,1.1920680598933704,-0.8344601288287233
2003,河南省,411000,许昌市,4116846,12192525.24,-2.96161800562858,0.08672451,0.025419,0.005139,0.011436,0.004933,0.003911,0.032616,0.012952,4116800.0,12.8,9208.60734577014,675300.0,2398500.0,1043100.0,16.4,58.26,25.34,447.06,553.21908604,1.2374604886145,2.9617,3261883,1.69601143278284,0,0,0,0,0,113.85264,34.035506,0,2003,0,0,0,0.4348968105065666,5896.186668737153,7.792738120895201e-09,0.7353114749977238,-0.8408929590651759
2004,河南省,411000,许昌市,5158199,13424800.63,-2.60261394141637,0.09951648,0.030464,0.006729,0.013585,0.004069,0.006081,0.028904,0.015485,4892500.0,14.6,10905.9093644814,887700.0,2809800.0,1195000.0,17.21,59.34,23.46,448.61,641.4541326,1.42987033860146,2.744,3628207,1.76796454171441,0,0,0,0,0,113.85264,34.035506,0,2004,0,0,0,0.42529717417609797,5656.222036163089,8.396433830815056e-09,0.7744321093035761,-0.6777449924531085
2005,河南省,411000,许昌市,6054744,14266700.38,-2.35628465547016,0.06979689,0.021125,0.005121,0.009635,0.004092,0.002276,0.027754,0.009793,6054700.0,13.5,14230.2810942935,995600.0,3702900.0,1356300.0,16.44,61.16,22.4,425.48,803.69731845,1.88891914649337,2.3563,4116846,1.95221613451171,0,0,0,0,0,113.85264,34.035506,0,2005,0,0,0,0.36628048286478165,5122.3836455491655,5.131355411399893e-09,0.8994506959939721,-1.0567867410691805
2006,河南省,411000,许昌市,7185397,14644342.15,-2.03807001199795,0.06194917,0.02006,0.005428,0.009522,0.002023,0.003086,0.022807,0.00778,7185400.0,14.95,16792.2411778453,1063700.0,4526800.0,1594900.0,14.8,63.0,22.2,427.9,908.55101853,2.12327884676326,2.0381,5158199,1.761372561489,0,0,0,0,0,113.85264,34.035506,0,2006,0,0,0,0.35232393743925067,5677.390586547098,3.888954264850969e-09,0.8775931289196094,-1.156876059644885
2007,河南省,411000,许昌市,8553952,14936197.26,-1.74611656226268,0.10556221,0.030401,0.00711,0.013114,0.003677,0.006501,0.038689,0.015613,8554000.0,14.8,19945.9030919181,1112500.0,5481000.0,1960500.0,13.01,64.08,22.92,428.86,940.06970616,2.1920200208926,1.7461,6054744,1.55261676820688,0,0,0,0,0,113.85264,34.035506,0,2007,0,0,0,0.3576902025177887,6440.739405094159,5.021021532867451e-09,0.9052405849033419,-0.6006381389985136
2008,河南省,411000,许昌市,10620503,17240127.16,-1.62328725485036,0.11946811,0.038218,0.009389,0.018278,0.004378,0.006174,0.035215,0.014441,10287100.0,12.55,23874.0745898025,1338900.0,6902600.0,2045700.0,12.61,65.63,21.76,430.89,1010.54622336,2.34525336712386,1.6759,7185397,1.40638885138845,0,0,0,0,0,113.85264,34.035506,0,2008,0,0,0,0.2963665865036363,7110.409038103201,5.318843203792358e-09,0.9606428148646484,-0.42328318046509383
2009,河南省,411000,许昌市,11307471,24492676.19,-2.16606137570461,0.0700326,0.018153,0.004314,0.008627,0.002075,0.003137,0.029726,0.017578,11307500.0,12.5,26217.8580537457,1368000.0,7610400.0,2329100.0,12.1,67.3,20.6,431.29,952.00885575,2.20735202705836,2.1661,8553952,1.11294622152427,0,0,0,0,0,113.85264,34.035506,0,2009,0,0,0,0.30604173236623566,8985.160115197805,2.1221769773784094e-09,0.8896940268077258,-1.053780510816129
2010,河南省,411000,许昌市,13164870,25293671.79,-1.92130053619975,0.07988248,0.02417,0.004907,0.010104,0.003454,0.005705,0.024579,0.012545,13164900.0,13.6,30547.8466679042,1499600.0,9019800.0,2645500.0,11.39,68.51,20.1,430.96,1018.5435147,2.36342935469649,1.9213,10620503,0.959035099090881,0,0,0,0,0,113.85264,34.035506,0,2010,0,0,0,0.29329918623472806,10427.147045483025,2.2757867494599833e-09,0.8492818089689349,-0.9281557717514756
2011,河南省,411000,许昌市,15887419,26815295.27,-1.68783206825476,0.12714852,0.035109,0.009963,0.015849,0.004852,0.004445,0.048045,0.022947,15887400.0,15.2,37024.0730814943,1717100.0,10782500.0,3387900.0,10.81,67.87,21.32,429.11,1143.31958388,2.66439743627508,1.6878,11307471,1.01111874076882,0,0,0,0,0,113.85264,34.035506,0,2011,0,0,0,0.3142035706005101,9890.035261730289,3.104938319098939e-09,0.9535730845562195,-0.325327722920479
2012,河南省,411000,许昌市,17161891,26710649.7,-1.55639315620872,0.11651937,0.037725,0.009397,0.016326,0.006532,0.00547,0.029606,0.013642,17161900.0,12.2,40122.2705381774,1778200.0,11501300.0,3882400.0,10.36,67.02,22.62,427.74,1136.36799748,2.65667928526675,1.5564,13164870,0.863182087996311,0,0,0,0,0,113.85264,34.035506,0,2012,0,0,0,0.3375618408353838,11585.041139133013,2.8655808982542178e-09,0.8736356682595422,-0.4608912216868657
2013,河南省,411000,许昌市,18775574,27170491.75,-1.44711910006054,0.1578189,0.049696,0.01029,0.024436,0.008455,0.006514,0.043867,0.020828,19033100.0,9.4,44388.9640375018,1849800.0,12841600.0,4341700.0,9.85,66.83,23.32,428.78,1026.82497924,2.39475950193572,1.4275,15887419,0.646313274195135,0,0,0,0,0,113.85264,34.035506,0,2013,0,0,0,0.3380964988786444,15472.372917689443,3.1280096534245113e-09,0.8082873624721548,0.06584034049894943
2014,河南省,411000,许昌市,20872312,26688777.74,-1.2786689725604,0.13823467,0.039418,0.010385,0.016108,0.007739,0.005186,0.04288,0.023879,20872300.0,9.29,48635.2409357815,1846700.0,12682000.0,6343600.0,8.85,60.76,30.39,429.16,1057.23752357,2.46350434236648,1.2787,17161891,0.616037896738768,0,0,0,0,0,113.85264,34.035506,0,2014,0,0,0,0.5002050149818641,16232.767582869194,2.2968331403573186e-09,0.7389628567154983,-0.18393567540501624
2015,河南省,411000,许昌市,21711562,25512149.97,-1.17504903470326,0.09591187,0.023317,0.00697,0.009346,0.003727,0.003273,0.037138,0.025981,21711600.0,8.95,50750.5668404198,1695800.0,12808900.0,7206900.0,7.81,59.0,33.19,427.81,1047.08472978,2.44754617652696,1.175,18775574,0.557684537250366,0,0,0,0,0,113.85264,34.035506,0,2015,0,0,0,0.5626478464192866,17931.28432304125,1.2418794759616937e-09,0.682210834140144,-0.7237179576750036
2016,河南省,411000,许昌市,23777133,25354671.33,-1.06634686906954,0.10366,0.03291,0.008697,0.014523,0.004898,0.004793,0.030912,0.012541,23777100.0,8.86,55390.905278852,1624800.0,13985400.0,8166900.0,6.83,58.82,34.35,429.26,1040.96670176,2.42502609551321,1.0663,20872312,0.498730903294278,0,0,0,0,0,113.85264,34.035506,0,2016,0,0,0,0.5839589857994766,20050.893044619417,1.5767299760563181e-09,0.6700455608367679,-0.6248988035849018
2017,河南省,411000,许昌市,26329200,25390811.62,-0.964359404007718,0.12865473,0.043938,0.012851,0.020045,0.008146,0.002896,0.030071,0.012322,26329200.0,8.67,61173.7918215613,1490600.0,15555800.0,9282800.0,5.9,58.9,35.2,430.4,1337.64292016,3.10790641301115,0.9644,21711562,0.616097045509669,0,0,0,0,0,113.85264,34.035506,0,2017,0,0,0,0.5967420511963384,16231.209146162122,2.023714369330037e-09,0.7164753968415538,-0.3061176169875568
2018,河南省,411000,许昌市,28306218,25988239.31,-0.918110618310083,0.09141277,0.031145,0.008156,0.014234,0.004462,0.004292,0.023833,0.008925,31409300.0,8.57,72114.108598324,1519800.0,17196800.0,12692600.0,5.24,57.76,37.0,435.55,1304.233644,2.99445217311445,0.8274,23777133,0.548524350686014,0,0,0,0,0,113.85264,34.035506,0,2018,0,0,0,0.7380791775213993,18230.73121091791,1.3098719681636973e-09,0.7232495187708291,-0.781099191103815
2019,河南省,411000,许昌市,28310000,25943682.5,-0.916414076298128,0.12634033,0.037047,0.007621,0.015773,0.005275,0.008378,0.040304,0.018282,33735000.0,9.0,77310.0192501604,1622700.0,17981600.0,14130600.0,5.24,57.75,37.0,436.36,1404.29159559,3.2181950581859,0.769,26329200,0.53335900657445,0,0,0,0,0,113.85264,34.035506,0,2019,0,0,0,0.7858366330026249,18749.097468562453,1.4070689576591768e-09,0.6829527672697994,-0.33563532645114746
2020,河南省,411000,许昌市,34490000,26029478.0,-0.75469637576109,0.14164951,0.046178,0.009475,0.022206,0.008128,0.006369,0.02973,0.020594,33893700.0,2.66,77340.4983570646,1836800.0,17531200.0,14525700.0,5.31,52.74,41.95,438.24,1227.1516092,2.80018165662651,0.768,28306218,0.433527223311853,0,0,0,0,0,113.85264,34.035506,0,2020,0,0,0,0.8285627909099206,23066.60219306829,1.6313730078670346e-09,0.6193409518714227,-0.14038302461662688
2021,河南省,411000,许昌市,36550000,27317722.74,-0.747406914911081,0.14503256,0.040376,0.011711,0.018571,0.005611,0.004484,0.045427,0.031053,35958500.0,5.5,82059.5618439069,1820000.0,18585300.0,15553200.0,4.98,52.34,42.71,438.2,1296.69047129,2.95912932745322,0.7597,28310000,0.458032663825503,0,0,0,0,0,113.85264,34.035506,0,2021,0,0,0,0.8368549337379542,21832.50407619335,1.4262098198516427e-09,0.6564924055104203,-0.09723582145347416
2022,河南省,411000,许昌市,37470000,26618381.6,-0.710391822791567,0.15791455,0.051321,0.012513,0.023544,0.007979,0.007285,0.0321,0.022356,32678600.0,1.78,74591.6457429811,2194700.0,14212800.0,16271100.0,5.16,51.98,42.86,438.1,1095.42788684,2.50040604163433,0.8146,34490000,0.317607389631777,0,0,0,0,0,113.85264,34.035506,0,2022,0,0,0,1.1448201621073961,31485.413521371916,1.4879965207306466e-09,0.4120846622209336,0.06706025447673707
2023,河南省,411000,许昌市,32380000,26901188.13,-0.830796421556516,0.27220456,0.071763,0.022813,0.038015,0.019845,0.019584,0.028271,0.023157,32478600.0,0.9,74101.3004791239,2165300.0,13989100.0,16227500.0,6.69,43.2,50.11,438.3,1159.4,2.64522016883413,0.8283,37249200,0.311255,0,0,0,0,0,113.85264,34.035506,0,2023,0,0,0,1.1600102937286887,32127.997239951696,1.9265648658226217e-09,0.37555437432213307,1.5247077267247846
